candidate,seed,target,kind,age_days,n,wis,ae_median,scaled_wis,scaled_ae,baseline_ae,baseline_scaled_ae,covered_50,covered_80,covered_90,covered_95
separate,43,wk inc flu prop ed visits,reconstruction,4,667,0.0004898935861370245,0.000634801736140427,0.008161049685013074,0.010530560075285713,,,0.24185520361990953,0.43159879336349927,0.5110105580693816,0.5628959276018101
separate,43,wk inc flu prop ed visits,reconstruction,11,413,0.0004380568811555964,0.0005948599466422681,0.007149650813873958,0.009670292823898126,,,0.29400000000000004,0.459,0.519,0.635
separate,43,wk inc flu prop ed visits,revision,4,1888,0.0005382623991497663,0.0006775594203268903,0.009348096474294203,0.011722179029265298,0.0008036702289246023,0.013889180123806001,0.23597264587976663,0.44890956253185355,0.5678013504638892,0.6337412278588749
separate,43,wk inc flu prop ed visits,revision,11,2194,0.0004519366466217177,0.0006050579953267665,0.007848403592544398,0.010451538896680164,0.00026531834155321123,0.004672226728871465,0.23502531979744165,0.44255645954832357,0.5549235606115152,0.6393788849689204
separate,43,wk inc rsv hosp,reconstruction,4,416,73.92047113038691,105.65104510385959,0.03447899045297802,0.04419334989269243,,,0.1323529411764706,0.2514705882352941,0.303921568627451,0.3583333333333334
separate,43,wk inc rsv hosp,reconstruction,11,312,42.26548675879988,61.31609507073811,0.020951759028643963,0.0264744099874444,,,0.12745098039215685,0.2647058823529412,0.30915032679738563,0.33267973856209154
separate,43,wk inc rsv hosp,revision,4,2340,28.26926292178911,42.937167862958916,0.02053225742547069,0.02714271749858777,67.75555648803712,0.03174244090914726,0.24514161220043573,0.5146840958605664,0.6944662309368191,0.7477124183006537
separate,43,wk inc rsv hosp,revision,11,2444,13.07914021991711,21.22289407469796,0.009422236359750279,0.012150754704322576,27.22019195556641,0.011949521116912366,0.43354192740926156,0.7337505214851898,0.7919065498539842,0.8171047142261161
separate,43,wk inc rsv prop ed visits,reconstruction,4,510,0.00022793181525491578,0.0002810415396350436,0.02150465187013129,0.02647317653688172,,,0.15760000000000002,0.34480000000000005,0.42160000000000003,0.48160000000000003
separate,43,wk inc rsv prop ed visits,reconstruction,11,306,0.00022779236152459804,0.0002701694004548093,0.021404480558671193,0.025471514910122173,,,0.13066666666666668,0.2813333333333333,0.33199999999999996,0.348
separate,43,wk inc rsv prop ed visits,revision,4,2201,0.00014397476137829787,0.00018541694644434755,0.012202727407333532,0.015753639009236573,0.00024230277340393515,0.02110244520008564,0.14300045599635203,0.307295941632467,0.4023711810305518,0.48258093935248525
separate,43,wk inc rsv prop ed visits,revision,11,2405,0.0001561853152233771,0.00020401291894882063,0.013877826885629064,0.01810358034721215,9.372131316922606e-05,0.008121032547205687,0.07167292448894452,0.14643304130162701,0.2059657905715478,0.2680433875677931
separate,44,wk inc covid hosp,reconstruction,4,416,613.7353875857331,886.7840049229417,0.08827260409254589,0.12727725626387199,,,0.17794117647058824,0.35931372549019613,0.4416666666666667,0.4926470588235295
separate,44,wk inc covid hosp,reconstruction,11,312,578.8318482420416,848.9728442073648,0.08299284383881265,0.1212837117787948,,,0.2111111111111111,0.39869281045751637,0.4666666666666667,0.5444444444444445
separate,44,wk inc covid hosp,revision,4,2340,24.18713048741194,31.434743821471578,0.009743102030545564,0.013289292723005214,103.16523132324218,0.01844825632870197,0.6531590413943356,0.8655337690631809,0.9118082788671025,0.9386492374727669
separate,44,wk inc covid hosp,revision,11,2444,11.796451012245829,14.96800025541016,0.005688066582759719,0.007037656038671697,41.99624443054199,0.00800887867808342,0.6978723404255318,0.8929495202336255,0.9322486441385065,0.9502711722987067
separate,44,wk inc covid prop ed visits,reconstruction,4,510,0.0030102578103786905,0.0036322691299254077,0.10464831630379527,0.12606599636761506,,,0.11680000000000001,0.17440000000000003,0.21760000000000002,0.2528
separate,44,wk inc covid prop ed visits,reconstruction,11,306,0.003791658806144007,0.004338676409310817,0.13228407214109975,0.15115567206091995,,,0.016,0.034666666666666665,0.05333333333333334,0.06133333333333333
