label,target,season,geography,horizon,wis_mean,wis_std,wis_ratio_mean,wis_ratio_std,bias_mean,bias_std,interval_coverage_50_mean,interval_coverage_50_std,interval_coverage_95_mean,interval_coverage_95_std,dispersion_mean,dispersion_std,underprediction_mean,underprediction_std,overprediction_mean,overprediction_std
anchor,wk inc flu prop ed visits,2025-2026,states_dc,0,0.003159337472947067,8.610831780090653e-05,0.9949587977566617,0.027117783107910156,-0.16510270774976654,0.05226944108918366,0.4374416433239962,0.06737383760964859,0.8646125116713352,0.07976535792680628,0.0009413459901061334,0.00019180093837548767,0.0017013402651544333,0.00015324611149005688,0.0005166512176864,0.0001334816827120991
anchor,wk inc flu prop ed visits,2025-2026,states_dc,1,0.005870846023171367,0.00038059829764287373,1.0721276651960532,0.0695044568736684,-0.05281279178337997,0.0344355283551002,0.34080298786181135,0.05505704197126262,0.7411297852474323,0.08875158335419524,0.0011031088506660667,0.00021202957457205787,0.0034731196861693663,0.00038270993628149375,0.0012946174863357333,0.00021971109274995126
anchor,wk inc flu prop ed visits,2025-2026,states_dc,2,0.008070463133121366,0.000495690241236365,1.107871680684105,0.06804580748327323,0.05021428571428566,0.019899588499488606,0.2809523809523809,0.05601718638121721,0.6561904761904761,0.0804081848475402,0.0012226452552174334,0.0002386573840975863,0.004872141295138233,0.0005191393267992284,0.0019756765827655667,0.00023359763908050045
anchor,wk inc flu prop ed visits,2025-2026,states_dc,3,0.009672830534878867,0.0004825604456275925,1.1852500261642718,0.059130032180712194,0.1478928571428571,0.011036985594826467,0.23904761904761898,0.03986158022747336,0.5911904761904762,0.07898053665345679,0.0012913743153416667,0.0002648331009702561,0.005943257527666633,0.0005628906457891403,0.002438198691870367,0.00021164503590546935
anchor,wk inc flu prop ed visits,2025-2026,states_dc,all,0.0066718021866437995,0.0003530633598733724,1.1105965458825666,0.05877136896204674,-0.0059818481848184675,0.027180835720898466,0.32520037718057515,0.053956715406538396,0.7141678453559642,0.0812467548846772,0.0011384563138977335,0.0002228873682544655,0.003983501973553233,0.00039464656005970333,0.0015498438991927,0.00019056142660965644
anchor,wk inc rsv hosp,2025-2026,US,0,338.2871264367816,29.37377630073597,0.9375534691203932,0.08140861333388026,-0.46954022988505734,0.010102526339797083,0.4482758620689656,0.09123280382981346,0.9195402298850576,0.07963451988822426,103.52160919540229,15.779552816188236,208.60919540229884,25.775971014262524,26.15632183908046,7.973774890772864
anchor,wk inc rsv hosp,2025-2026,US,1,569.8109195402299,28.134282322029453,1.2048569329705332,0.059489532312225535,-0.5097701149425288,0.04203267701891162,0.21839080459770113,0.019908629972056082,0.9195402298850576,0.019908629972056117,131.0316091954023,14.473761611560006,395.26206896551724,32.89006297604756,43.51724137931035,19.062252357019908
anchor,wk inc rsv hosp,2025-2026,US,2,742.9987356321839,27.87865188554162,1.0134070773975254,0.03802486030487129,-0.44252873563218387,0.0846116773812382,0.24137931034482754,0.05972588991616814,0.9310344827586207,0.0,159.1780459770115,12.394735430384126,546.9908045977012,32.949238754824044,36.829885057471266,24.294090269801366
anchor,wk inc rsv hosp,2025-2026,US,3,849.6681609195401,29.402753570351642,0.925162742049475,0.03201524238299358,-0.4385057471264367,0.10673421117484733,0.3448275862068965,0.09123280382981343,0.9080459770114944,0.019908629972056092,186.05206896551724,10.62481868349173,640.0873563218391,24.23363326807158,23.52873563218391,19.08019290770312
anchor,wk inc rsv hosp,2025-2026,US,all,625.191235632184,26.507251890835548,1.0062165011137745,0.04266220114996922,-0.46508620689655156,0.059287222337206534,0.3132183908045977,0.06236360463853649,0.9195402298850576,0.027711640117795866,144.94583333333333,13.290511823415187,447.7373563218391,28.142460564123514,32.5080459770115,17.400402869354902
anchor,wk inc rsv hosp,2025-2026,states_dc,0,10.638262339418526,0.4337819023492745,1.0614391532659233,0.04328085550453364,-0.3290286229434302,0.04377260137042307,0.32161370295244535,0.03289044782526387,0.7016001803020059,0.06158870816840292,2.264631507775524,0.38510425708937773,7.188956502141086,0.42488366374129505,1.1846743295019158,0.33456169521568174
anchor,wk inc rsv hosp,2025-2026,states_dc,1,14.936774847870183,0.36556196263356977,1.1730569220419118,0.02870934288493221,-0.3907595221996844,0.051877392237132246,0.2932161370295244,0.020887279232089495,0.7137705656975434,0.0710239587844437,2.8038471940500336,0.3616662576758123,10.739779130042825,0.4612385240017128,1.3931485237773271,0.5023894924516559
